"sexo","edad","nivel","cond_act","p3_1","p3_2","p3_5","p5","p6_1","p6_2","p6_3","p6_4","p6_5","p11","p25","p35","year","p12_info","p12_prac","p12_entr"
2,59,2,1,1,2,2,5,2,2,2,1,2,0,0,1,2024,2,2,2
1,23,4,1,1,2,2,1,2,1,1,2,2,0,0,1,2024,2,2,2
1,53,3,1,1,1,2,3,2,1,1,1,1,3,0,1,2024,1,1,1
2,34,4,1,1,1,1,1,2,1,2,2,2,4,4,1,2024,1,1,1
2,48,2,7,1,1,2,3,2,2,2,1,1,4,0,1,2024,2,1,1
2,28,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,47,4,1,1,2,2,3,2,2,2,2,1,0,0,1,2024,2,2,2
2,38,3,1,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,2,1
2,41,3,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
1,54,4,8,2,1,2,0,0,0,0,0,0,3,0,1,2024,2,2,1
1,71,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,26,2,7,1,2,1,4,2,2,1,1,2,0,3,1,2024,2,2,2
1,52,2,1,1,2,2,3,2,1,2,1,1,0,0,1,2024,2,2,2
1,38,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,65,2,1,1,1,2,4,2,2,1,2,2,5,0,1,2024,2,2,1
2,53,2,7,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,38,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,50,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,31,2,4,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,43,3,1,2,1,2,0,0,0,0,0,0,4,0,1,2024,1,2,1
2,56,2,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,33,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,52,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,1,1
1,73,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,85,2,8,1,1,2,5,2,2,1,2,2,5,0,1,2024,2,2,1
1,54,5,1,1,2,1,1,2,1,2,1,2,0,2,1,2024,2,2,2
1,55,4,1,1,1,1,3,2,2,2,2,1,4,3,1,2024,1,2,2
1,86,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,44,4,1,1,2,1,4,2,2,2,2,1,0,3,1,2024,2,2,2
1,32,4,1,1,2,1,4,2,2,1,2,2,0,1,1,2024,2,2,2
1,54,2,1,1,2,2,4,2,1,2,2,2,0,0,1,2024,2,2,2
1,50,3,1,1,2,1,2,2,2,2,2,1,0,2,1,2024,2,2,2
2,32,2,1,2,1,1,0,0,0,0,0,0,4,4,1,2024,2,2,1
2,52,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,42,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,27,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,28,4,1,1,2,1,4,2,2,2,2,1,0,3,1,2024,2,2,2
2,30,4,1,1,2,1,4,2,2,1,2,2,0,1,1,2024,2,2,2
1,47,3,1,1,2,2,1,1,2,2,2,2,0,0,1,2024,2,2,2
2,30,4,1,1,2,2,3,2,2,1,2,2,0,0,1,2024,2,2,2
1,30,2,1,2,2,2,0,0,0,0,0,0,0,0,2,2024,2,2,2
1,76,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,73,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,44,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,32,3,1,1,2,1,4,2,2,2,1,1,0,4,1,2024,2,2,2
2,65,2,7,1,2,2,5,2,2,1,2,2,0,0,1,2024,2,2,2
1,27,3,1,1,1,2,4,2,1,2,2,2,4,0,1,2024,1,2,2
2,42,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,2,1
2,70,4,8,1,1,2,5,2,2,1,2,2,5,0,1,2024,2,2,1
2,70,3,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,24,2,7,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
1,56,2,1,2,1,1,0,0,0,0,0,0,1,1,1,2024,2,1,2
2,74,2,8,2,1,2,0,0,0,0,0,0,5,0,1,2024,2,2,1
1,52,2,1,1,2,2,4,2,2,1,2,2,0,0,1,2024,2,2,2
1,20,3,4,1,2,2,3,2,2,1,2,2,0,0,1,2024,2,2,2
1,41,5,1,1,1,1,3,2,2,2,2,1,3,3,1,2024,1,1,2
2,65,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,55,2,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,29,3,1,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
1,71,3,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,30,3,1,1,2,2,4,2,2,2,2,1,0,0,1,2024,2,2,2
2,81,2,7,2,1,2,0,0,0,0,0,0,5,0,1,2024,2,2,1
2,29,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
1,64,4,1,1,2,2,4,2,2,1,2,2,0,0,1,2024,2,2,2
1,26,3,1,1,2,1,3,2,2,2,2,1,0,3,1,2024,2,2,2
1,50,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,26,4,1,1,2,2,4,1,2,2,2,2,0,0,1,2024,2,2,2
1,57,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,24,4,1,1,1,1,3,2,1,2,2,1,3,3,1,2024,1,1,2
2,59,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,50,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
1,35,4,1,1,1,2,4,1,2,2,1,2,4,0,1,2024,2,2,1
2,23,4,6,1,1,1,3,2,2,1,1,1,2,4,1,2024,1,1,1
2,81,2,7,1,1,2,3,2,1,1,2,2,3,0,1,2024,1,1,2
2,48,3,7,1,1,1,5,2,2,1,2,2,4,4,1,2024,1,1,2
1,25,4,1,1,1,1,4,2,1,2,1,1,4,4,1,2024,2,1,1
1,75,4,8,1,1,2,4,2,2,2,2,1,4,0,1,2024,1,1,2
2,38,2,7,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,61,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,2,1
1,23,3,6,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,28,4,6,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,37,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,41,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,29,3,1,1,2,1,4,2,2,1,2,1,0,4,1,2024,2,2,2
2,33,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,30,2,1,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
2,51,2,1,1,2,2,3,2,2,2,1,2,0,0,1,2024,2,2,2
2,61,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,78,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,87,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,75,2,8,1,1,2,4,2,2,1,2,2,5,0,1,2024,2,2,1
1,26,4,1,1,2,1,1,2,1,2,1,2,0,1,1,2024,2,2,2
2,63,3,1,2,1,2,0,0,0,0,0,0,5,0,1,2024,2,2,1
1,20,3,6,1,2,1,2,2,1,2,2,2,0,2,1,2024,2,2,2
1,45,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,48,4,1,1,2,1,3,2,2,1,1,2,0,1,1,2024,2,2,2
1,37,2,1,1,2,2,4,2,2,1,2,2,0,0,1,2024,2,2,2
2,36,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
2,21,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,30,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,25,3,7,2,1,1,0,0,0,0,0,0,3,4,1,2024,1,1,2
2,23,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,51,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,37,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
1,70,2,8,1,2,2,3,2,2,2,1,2,0,0,1,2024,2,2,2
2,37,3,7,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
2,72,4,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,32,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,64,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,64,2,1,1,2,2,5,2,2,2,2,1,0,0,1,2024,2,2,2
1,32,3,1,1,2,1,1,2,1,2,2,2,0,3,1,2024,2,2,2
1,80,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,81,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,21,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,46,3,1,1,1,2,3,2,1,2,2,2,4,0,1,2024,2,1,2
2,41,4,1,1,2,1,4,2,1,2,1,1,0,3,1,2024,2,2,2
1,65,4,1,2,1,1,0,0,0,0,0,0,3,3,1,2024,1,1,1
2,36,3,1,2,1,1,0,0,0,0,0,0,4,3,1,2024,2,2,1
2,23,3,6,1,1,1,2,2,1,2,1,1,3,2,1,2024,1,2,1
2,32,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,45,2,2,1,2,2,5,2,2,1,2,2,0,0,1,2024,2,2,2
2,60,5,1,1,1,2,4,2,1,2,2,2,4,0,1,2024,2,2,1
2,61,2,7,1,2,2,4,2,2,1,2,2,0,0,1,2024,2,2,2
2,73,2,7,1,2,2,3,2,2,1,2,2,0,0,1,2024,2,2,2
2,44,4,1,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
2,65,4,7,1,2,2,4,2,2,2,2,1,0,0,1,2024,2,2,2
2,65,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,30,1,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,18,3,1,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,2,1
2,26,4,1,1,2,1,2,2,1,2,2,2,0,3,1,2024,2,2,2
1,31,3,1,1,2,1,3,2,2,1,2,2,0,4,1,2024,2,2,2
2,23,3,1,1,1,1,1,2,1,1,1,2,3,1,1,2024,2,2,1
2,42,3,7,1,1,2,4,2,2,1,2,2,4,0,1,2024,1,2,1
1,27,4,1,1,2,1,3,2,2,2,1,1,0,3,1,2024,2,2,2
2,38,2,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
1,34,4,1,1,2,1,3,2,1,1,2,2,0,3,1,2024,2,2,2
2,60,4,1,1,2,1,3,2,1,2,1,2,0,3,1,2024,2,2,2
1,65,2,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,38,4,7,1,2,1,3,2,1,2,2,1,0,4,1,2024,2,2,2
1,26,3,1,1,2,1,4,2,2,2,1,1,0,4,1,2024,2,2,2
2,22,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
1,51,4,1,1,2,2,3,2,2,2,1,2,0,0,1,2024,2,2,2
1,28,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,64,4,7,1,2,2,3,2,1,2,1,2,0,0,1,2024,2,2,2
1,28,4,1,1,2,1,3,2,1,2,1,2,0,3,1,2024,2,2,2
2,51,4,1,1,2,1,3,2,1,2,1,2,0,4,1,2024,2,2,2
2,65,4,7,1,2,2,4,2,2,1,2,2,0,0,1,2024,2,2,2
2,39,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,64,2,1,1,2,2,5,2,2,1,2,2,0,0,1,2024,2,2,2
2,48,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,47,4,6,1,1,1,2,2,1,2,1,1,3,2,1,2024,1,2,2
2,64,4,8,1,1,1,4,1,2,1,2,2,5,4,1,2024,2,2,1
2,73,2,8,2,1,2,0,0,0,0,0,0,4,0,1,2024,1,2,1
2,66,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,38,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,52,4,1,1,2,1,3,2,2,1,2,1,0,3,1,2024,2,2,2
1,34,4,1,1,2,1,3,2,2,2,1,2,0,3,1,2024,2,2,2
2,56,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,2,1
1,33,3,1,2,2,1,0,0,0,0,0,0,0,1,1,2024,2,2,2
2,29,2,7,1,2,2,4,1,2,2,2,2,0,0,1,2024,2,2,2
2,34,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,42,4,1,1,2,2,3,2,1,2,2,2,0,0,1,2024,2,2,2
2,65,5,7,1,2,1,4,2,2,1,1,1,0,3,1,2024,2,2,2
1,24,4,1,1,2,1,3,2,1,2,2,2,0,3,1,2024,2,2,2
2,78,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2024,1,2,2
1,35,4,1,1,2,1,3,2,1,2,1,1,0,3,1,2024,2,2,2
2,79,4,7,1,2,2,4,2,2,2,1,1,0,0,1,2024,2,2,2
1,54,4,1,1,2,1,4,2,1,2,1,2,0,1,1,2024,2,2,2
1,62,5,1,1,2,2,4,2,2,2,2,1,0,0,1,2024,2,2,2
2,47,3,7,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,28,2,7,1,1,1,4,2,2,1,2,2,4,4,1,2024,2,2,1
2,29,2,4,1,2,1,4,2,2,1,2,2,0,3,1,2024,2,2,2
1,40,3,1,1,2,1,3,2,2,2,1,2,0,4,1,2024,2,2,2
2,40,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,26,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,18,3,6,1,2,2,2,2,1,2,2,2,0,0,1,2024,2,2,2
1,37,3,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
1,59,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,27,4,1,1,2,1,4,2,1,2,1,1,0,3,1,2024,2,2,2
2,60,2,7,1,1,1,3,2,2,2,2,1,3,3,1,2024,1,2,1
2,77,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,39,4,1,1,1,1,3,2,1,2,2,2,3,3,1,2024,1,2,1
1,73,2,8,1,2,2,4,2,2,1,2,2,0,0,1,2024,2,2,2
1,21,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,2,1
2,26,3,1,1,2,1,1,2,1,1,2,1,0,1,1,2024,2,2,2
2,28,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,42,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,27,3,1,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
2,30,3,7,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
2,22,3,7,1,2,2,4,2,2,1,2,2,0,0,1,2024,2,2,2
2,47,2,7,1,1,2,4,2,2,1,2,2,4,0,1,2024,2,1,2
2,49,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,49,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,72,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,2,1
2,51,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,73,2,8,2,1,2,0,0,0,0,0,0,4,0,1,2024,1,1,2
2,56,5,1,1,2,2,4,2,2,1,2,1,0,0,1,2024,2,2,2
2,53,4,7,1,2,1,4,2,2,2,1,2,0,4,1,2024,2,2,2
2,47,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,86,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,28,3,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,53,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,56,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,47,2,7,2,1,1,0,0,0,0,0,0,4,3,1,2024,1,2,1
2,52,4,7,1,2,2,4,2,2,1,1,2,0,0,1,2024,2,2,2
1,37,4,1,1,2,1,3,2,2,2,1,1,0,4,1,2024,2,2,2
2,49,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,44,3,7,1,2,2,4,2,2,1,2,2,0,0,1,2024,2,2,2
2,59,2,7,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
1,18,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,21,4,6,1,1,1,2,2,1,2,2,2,4,3,1,2024,1,2,1
2,63,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,19,3,6,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,42,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,25,4,1,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
2,26,4,6,1,1,1,4,2,2,2,1,2,4,4,1,2024,2,2,1
1,21,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,49,4,7,2,1,1,0,0,0,0,0,0,4,3,1,2024,2,2,1
1,19,3,1,1,2,1,2,2,1,2,2,2,0,2,1,2024,2,2,2
2,27,3,1,1,2,1,3,2,2,2,2,1,0,4,1,2024,2,2,2
2,32,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,23,4,1,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
2,44,3,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,69,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,38,4,1,1,1,1,4,2,1,2,1,2,4,4,1,2024,1,1,2
2,68,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,52,3,1,1,1,1,3,1,2,1,1,2,4,3,1,2024,2,1,1
1,53,3,1,1,2,2,4,2,2,2,1,1,0,0,1,2024,2,2,2
2,25,3,7,1,2,2,4,2,2,1,2,1,0,0,1,2024,2,2,2
1,27,4,6,1,2,1,4,2,2,1,1,2,0,3,1,2024,2,2,2
2,56,2,7,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,69,2,7,1,1,2,4,1,2,2,2,2,4,0,1,2024,2,1,2
2,36,2,7,1,1,2,4,2,2,2,2,1,4,0,1,2024,2,2,1
1,41,2,1,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
2,72,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,44,2,4,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,54,1,7,2,2,2,0,0,0,0,0,0,0,0,2,2024,2,2,2
1,79,4,8,1,1,1,3,2,2,2,2,1,3,3,1,2024,1,2,1
1,39,4,4,1,2,2,3,2,2,2,2,1,0,0,1,2024,2,2,2
2,31,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,36,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,54,4,1,1,2,2,5,2,2,1,2,2,0,0,1,2024,2,2,2
2,29,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,21,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,42,4,1,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
2,39,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,79,2,7,1,2,2,5,2,2,1,2,2,0,0,1,2024,2,2,2
1,55,3,1,1,2,2,4,2,2,2,1,1,0,0,1,2024,2,2,2
2,42,4,7,1,2,2,3,2,1,2,2,2,0,0,1,2024,2,2,2
1,63,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,74,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,49,2,1,1,1,2,4,2,2,2,1,2,4,0,1,2024,2,1,1
2,49,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,58,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,30,3,1,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
2,34,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,32,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
1,61,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,79,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,32,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,51,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,29,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,22,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,29,3,1,1,2,1,2,2,1,2,2,2,0,2,1,2024,2,2,2
2,74,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,2,1
1,41,3,1,1,2,1,1,2,1,2,2,2,0,3,1,2024,2,2,2
2,46,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,49,4,1,1,1,2,1,1,1,2,2,2,1,0,1,2024,2,2,1
2,64,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,32,4,1,1,2,1,3,2,2,2,1,2,0,3,1,2024,2,2,2
2,39,2,1,2,1,1,0,0,0,0,0,0,4,3,1,2024,2,2,1
2,35,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,42,5,1,1,2,1,1,2,1,2,2,2,0,1,1,2024,2,2,2
2,60,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,74,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,70,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,37,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,28,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,43,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,83,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,41,4,1,1,2,1,1,2,1,2,2,2,0,1,1,2024,2,2,2
1,59,4,8,1,2,2,3,2,2,2,2,1,0,0,1,2024,2,2,2
1,47,4,1,1,2,1,4,2,2,2,1,1,0,3,1,2024,2,2,2
1,66,4,8,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
1,73,4,1,1,2,1,3,2,1,2,2,2,0,1,1,2024,2,2,2
1,58,5,1,1,2,1,1,2,1,2,2,2,0,1,1,2024,2,2,2
1,19,3,6,1,2,1,2,2,1,2,2,2,0,2,1,2024,2,2,2
2,37,4,1,1,2,1,3,2,2,1,1,2,0,4,1,2024,2,2,2
1,19,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,65,1,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,70,4,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,76,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,42,5,1,1,2,1,1,2,1,2,2,2,0,1,1,2024,2,2,2
2,48,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,22,4,6,1,2,1,2,2,1,2,2,2,0,2,1,2024,2,2,2
1,48,2,1,2,2,2,0,0,0,0,0,0,0,0,2,2024,2,2,2
1,36,3,1,1,1,2,3,2,2,2,1,2,2,0,1,2024,1,1,2
2,52,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,18,3,1,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
2,45,2,7,1,1,2,4,2,2,2,1,2,4,0,1,2024,2,1,1
1,50,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,60,3,7,2,1,2,0,0,0,0,0,0,4,0,1,2024,2,1,1
2,74,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,29,4,1,1,2,1,1,2,1,2,1,2,0,1,1,2024,2,2,2
1,58,4,1,1,2,1,1,2,1,2,2,2,0,4,1,2024,2,2,2
1,49,4,1,1,2,1,3,2,2,2,1,2,0,1,1,2024,2,2,2
2,46,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,33,2,7,1,1,2,4,2,2,2,1,2,4,0,1,2024,2,1,1
2,25,4,1,1,2,1,1,2,1,2,2,2,0,1,1,2024,2,2,2
1,71,4,1,1,2,2,3,2,2,2,2,1,0,0,1,2024,2,2,2
1,58,4,1,1,2,1,4,2,2,2,1,2,0,3,1,2024,2,2,2
2,23,4,6,2,1,1,0,0,0,0,0,0,4,4,1,2024,1,2,2
1,27,2,1,1,2,1,1,1,2,2,2,2,0,4,1,2024,2,2,2
1,47,2,1,2,2,1,0,0,0,0,0,0,0,3,1,2024,2,2,2
2,69,1,1,1,2,2,5,2,2,1,2,2,0,0,1,2024,2,2,2
1,65,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,32,4,1,1,2,2,1,2,2,2,2,1,0,0,1,2024,2,2,2
1,35,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,62,4,1,2,1,2,0,0,0,0,0,0,1,0,1,2024,1,2,2
1,41,4,1,1,2,1,4,2,2,2,2,1,0,4,1,2024,2,2,2
2,47,4,7,1,1,2,4,2,2,2,2,1,4,0,1,2024,1,2,2
2,84,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,42,4,1,2,2,1,0,0,0,0,0,0,0,1,1,2024,2,2,2
2,70,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,37,4,1,1,2,2,1,1,2,2,2,2,0,0,1,2024,2,2,2
2,55,2,7,2,2,1,0,0,0,0,0,0,0,5,1,2024,2,2,2
1,21,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,33,4,1,2,2,1,0,0,0,0,0,0,0,4,1,2024,2,2,2
1,66,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,41,4,1,1,2,2,4,2,2,2,1,2,0,0,1,2024,2,2,2
2,37,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,23,4,4,1,2,1,4,2,2,2,1,2,0,4,1,2024,2,2,2
2,41,5,1,1,1,2,4,2,2,2,2,1,3,0,1,2024,2,1,2
2,39,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
1,53,2,4,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,33,4,1,1,2,2,1,1,2,2,2,2,0,0,1,2024,2,2,2
1,70,4,9,2,2,2,0,0,0,0,0,0,0,0,1,2024,2,2,2
2,56,2,1,1,2,1,2,2,2,2,2,1,0,5,1,2024,2,2,2
2,33,2,4,2,1,2,0,0,0,0,0,0,4,0,1,2024,1,2,2
